conv_id,turn_no,speaker,utterance,emotion,empathy,politeness
26,7,victim,I would like to go for Counselling Help .,hopeful,,
26,8,counselor,"Okay sure , would you like to go for online/offline counselling ? ",,highly empathetic,highly polite
26,9,victim,"Yes , I would like to go for online counselling . ",hopeful,,
26,10,counselor,Thanks for the information . Please do visit the online counselling portal for women at www.onlinecounselling.gov.in for getting online counselling sessions .,,highly empathetic,highly polite
26,11,victim,Ok thanks for sharing the online portal link .,grateful,,
26,12,counselor,Do you need any other assistance ?,,non empathetic,low polite
26,13,victim,Is this a secure site so that my privacy would not be violated ?,afraid,,
26,14,counselor,"Yes it's a government owned service , it's completely safe and secure to connect through this portal . ",,highly empathetic,low polite
26,15,victim,Ok thanks a lot for your help .,grateful,,
26,16,counselor,May I help you with anything else ?,,highly empathetic,highly polite
26,17,victim,No thanks . Bye .,sad,,
26,18,counselor,Thanks for choosing Rakshak . Take care and goodnight .,,highly empathetic,highly polite
27,0,counselor,Greetings from Rakshak . Kindly tell me how may I help you today ?,,highly empathetic,highly polite
27,1,victim,I need help for saving my life .,hopeful,,
27,2,counselor,"Please be calm , I will definitely help you . Could you please tell me your name and age ? ",,highly empathetic,highly polite
27,3,victim,I am Shradha of 22 .,surprised,,
27,4,counselor,"Hello Shraddha , kindly elaborate your problem . ",,highly empathetic,highly polite
27,5,victim,I am student of graduation final year and staying in hostel for better study . But my warden is so cunning and cruel women and that bitch always touch me at wrong places . Some girls also assumes that she is lesbian . I want to make complain against her because she is harming our life .,angry,,
27,6,counselor,"This is disgusting . Please have some patience . You can go for following assistance in this case : Police Complain , NGOs Help , Women Support Group , SIUCAW , Legal Support , Medical Assistance , Counselling Support    ",,non empathetic,highly polite
27,7,victim,Ok thanks for option . I would go for Police complain .,grateful,,
27,8,counselor,Could you please tell me whether you want to file online/offline police complain ?,,non empathetic,highly polite
27,9,victim,Yes i would like to go for online police complain .,hopeful,,
27,10,counselor,"Yes sure Shraddha , please let me know your state of residence so that I can provide you the respective complain portal link ? ",,low empathetic,highly polite
27,11,victim,Yes it's Gandhi Chowk Patna Bihar - 985789,angry,,
27,12,counselor,Thanks for the information . Please do visit the portal www.crimeagainstwomen.gov.in/bihar for reporting your complain .,,highly empathetic,highly polite
27,13,victim,Ok thanks for link .,grateful,,
27,14,counselor,May I help you with anything else ?,,highly empathetic,highly polite
27,15,victim,"Yes , how can i get confirm that my complain has been registered ? ",afraid,,
27,16,counselor,You will receive the acknowledgement on your registered mobile no. and email id .,,non empathetic,low polite
27,17,victim,Ok thanks a lot .,grateful,,
27,18,counselor,Thanks for choosing Rakshak . Take care and have a nice day !,,highly empathetic,highly polite
28,0,counselor,Greetings from Rakshak . How may I assist you today ?,,highly empathetic,highly polite
28,1,victim,I need help for filing complain against doctor .,afraid,,
28,2,counselor,"Don't worry , I will help you . Could you please tell me your name and age ? ",,low empathetic,highly polite
28,3,victim,I am Minakshi of 24 .,afraid,,
28,4,counselor,"Thanks for the information , Minakshi . Kindly tell me your problem in details so that I can help you . ",,highly empathetic,highly polite
28,5,victim,I am a nurse in a hospital . I was working tirelessly in COVID . One day i was alone on duty and i was made fainted by giving me a juice and when i woke up i found my self in store with my crumbled hair . I am not raped but physically abused . I want to teach lesson to that monster doctor .,sad,,
28,6,counselor,This is unacceptable . Do you know the doctor who has done this shameful act with you ?,,non empathetic,low polite
28,7,victim,Yes i know the doctor and his name . He is visiting doctor at our hospital .,confident,,
28,8,counselor,"Thanks for letting me know this information . You can go for following assistance in this case : Police Complain , NGOs Help , Women Support Group , SIUCAW , Legal Support  ",,highly empathetic,highly polite
28,9,victim,Ok thanks for options . I would go for police complain option .,grateful,,
28,10,counselor,Could you please tell me how would you like to file police complain : online/offline ?,,non empathetic,highly polite
28,11,victim,I would like to go for online police complain .,hopeful,,
28,12,counselor,Minakshi kindly visit the national portal for reporting crime against women and children at www.womenhelp.gov.in for filing your complain online .,,highly empathetic,highly polite
28,13,victim,Ok thanks for info .,grateful,,
28,14,counselor,May I help you with anything else ?,,highly empathetic,highly polite
28,15,victim,Yes please tell me the working hours of this facility ?,afraid,,
28,16,counselor,You can report the crime 24x7 on this portal from anywhere .,,highly empathetic,low polite
28,17,victim,Ok thanks a lot for your information .,grateful,,
28,18,counselor,Do you need some other assistance ?,,non empathetic,low polite
28,19,victim,No thanks . Bye .,sad,,
28,20,counselor,It's always pleasure at helping you . Take care and have a nice day !,,highly empathetic,highly polite
29,0,counselor,Greetings from Rakshak . How may I assist you today ?,,highly empathetic,highly polite
29,1,victim,I need help for filing complain against doctor .,afraid,,
29,2,counselor,"Don't worry , I will help you . Could you please tell me your name and age ? ",,low empathetic,highly polite
29,3,victim,I am Minakshi of 24 .,afraid,,
29,4,counselor,"Thanks for the information , Minakshi . Kindly tell me your problem in details so that I can help you . ",,highly empathetic,highly polite
29,5,victim,I am a nurse in a hospital . I was working tirelessly in COVID . One day i was alone on duty and i was made fainted by giving me a juice and when i woke up i found my self in store with my crumbled hair . I am not raped but physically abused . I want to teach lesson to that monster doctor .,sad,,
29,6,counselor,This is unacceptable . Do you know the doctor who has done this shameful act with you ?,,non empathetic,low polite
29,7,victim,Yes i know the doctor and his name . He is visiting doctor at our hospital .,confident,,
29,8,counselor,"Thanks for letting me know this information . You can go for following assistance in this case : Police Complain , NGOs Help , Women Support Group , SIUCAW , Legal Support  ",,highly empathetic,highly polite
29,9,victim,I would like to go for NGOs Help .,hopeful,,
29,10,counselor,Could you please share your location information so that I can help you better ?,,low empathetic,highly polite
29,11,victim,"its Meera Nagar , Mohan Bagh Colony , Patna - 985888 ",afraid,,
29,12,counselor,"Thanks for the location details . You can visit Naari Shakti NGO , XYZ street , near Meera Nagar , Patna - 985888 . ",,highly empathetic,highly polite
29,13,victim,"Ok thanks , May i get the name of NGOs head ? ",hopeful,,
29,14,counselor,"Yes sure , Ms. Chanchal Sinha is the present head of Naari Shakti NGO. ",,low empathetic,low polite
29,15,victim,Ok thanks for detail .,joy,,
29,16,counselor,Do you need any other information regarding the NGO or anything else ?,,non empathetic,low polite
29,17,victim,No thanks . Bye .,sad,,
29,18,counselor,Thanks for paying visit here . Be strong and take good care of yourself .,,highly empathetic,highly polite
30,0,counselor,Greetings from Rakshak . How may I assist you today ?,,highly empathetic,highly polite
30,1,victim,I need help for filing complain against doctor .,afraid,,
30,2,counselor,"Don't worry , I will help you . Could you please tell me your name and age ? ",,low empathetic,highly polite
30,3,victim,I am Minakshi of 24 .,afraid,,
30,4,counselor,"Thanks for the information , Minakshi . Kindly tell me your problem in details so that I can help you . ",,highly empathetic,highly polite
30,5,victim,I am a nurse in a hospital . I was working tirelessly in COVID . One day i was alone on duty and i was made fainted by giving me a juice and when i woke up i found my self in store with my crumbled hair . I am not raped but physically abused . I want to teach lesson to that monster doctor .,sad,,
30,6,counselor,This is unacceptable . Do you know the doctor who has done this shameful act with you ?,,non empathetic,low polite
30,7,victim,Yes i know the doctor and his name . He is visiting doctor at our hospital .,confident,,
30,8,counselor,"Thanks for letting me know this information . You can go for following assistance in this case : Police Complain , NGOs Help , Women Support Group , SIUCAW , Legal Support  ",,highly empathetic,highly polite
30,9,victim,I would go for Women Support Group .,confident,,
30,10,counselor,Could you please share your location ?,,low empathetic,highly polite
30,11,victim,"Yes its Meena Bazar , Gandhi Chowk Patna 985489 . ",surprised,,
30,12,counselor,"Thanks for the location details . You can visit Women Power-Real Power Support Group , XYZ lane , Gandhi Maidaan , Patna - 985888 . ",,highly empathetic,highly polite
30,13,victim,Ok thanks a lot .,grateful,,
30,14,counselor,May I help you with something else ?,,highly empathetic,highly polite
30,15,victim,Can i get the mobile no. of the in-charge ?,afraid,,
30,16,counselor,"Yes sure , you can contact Mrs. Laxmi Sen on 9876543210 . ",,low empathetic,low polite
30,17,victim,Ok thanks a lot .,grateful,,
30,18,counselor,Is there anything else I can help you with ?,,highly empathetic,low polite
30,19,victim,No thanks . Its great help . Bye .,content,,
30,20,counselor,Thanks for visiting Rakshak . Have a nice day !,,highly empathetic,highly polite
31,0,counselor,Greetings from Rakshak . How may I assist you today ?,,highly empathetic,highly polite
31,1,victim,I need help for filing complain against doctor .,afraid,,
31,2,counselor,"Don't worry , I will help you . Could you please tell me your name and age ? ",,low empathetic,highly polite
31,3,victim,I am Minakshi of 24 .,afraid,,
31,4,counselor,"Thanks for the information , Minakshi . Kindly tell me your problem in details so that I can help you . ",,highly empathetic,highly polite
31,5,victim,I am a nurse in a hospital . I was working tirelessly in COVID . One day i was alone on duty and i was made fainted by giving me a juice and when i woke up i found my self in store with my crumbled hair . I am not raped but physically abused . I want to teach lesson to that monster doctor .,sad,,
31,6,counselor,This is unacceptable . Do you know the doctor who has done this shameful act with you ?,,non empathetic,low polite
31,7,victim,Yes i know the doctor and his name . He is visiting doctor at our hospital .,confident,,
31,8,counselor,"Thanks for letting me know this information . You can go for following assistance in this case : Police Complain , NGOs Help , Women Support Group , SIUCAW , Legal Support  ",,highly empathetic,highly polite
31,9,victim,Can you please guide me with the small details about SIUCAW Help ?,hopeful,,
31,10,counselor,SIUCAW is the acronym for Special Investigation Unit for Crime Against Women formed especially for tacking the crime against women . It has different branches located in various states . They will handle the case on fast track basis .,,low empathetic,low polite
31,11,victim,"Ok thanks , I would like to go for SIUCAW Help . ",hopeful,,
31,12,counselor,"Minakshi , could you kindly let me know which state you belong to ? ",,non empathetic,highly polite
31,13,victim,Yes it's Patna Bihar .,afraid,,
31,14,counselor,Thanks for the information . Would you like to visit SIUCAW office or SIUCAW online portal ?,,highly empathetic,highly polite
31,15,victim,Ok thanks for link . I would go for online option .,grateful,,
31,16,counselor,"Ok sure , kindly visit the link www.sicaw.gov.in/bihar for reporting your complain . ",,non empathetic,low polite
31,17,victim,Ok thanks for link . May i know the working hours of this link ?,joy,,
31,18,counselor,You can visit the portal 24x7 for registering your complain .,,non empathetic,impolite
31,19,victim,Ok thanks .,grateful,,
31,20,counselor,Is there anything else I can assist you with ?,,highly empathetic,low polite
31,21,victim,No thanks . Bye .,sad,,
31,22,counselor,Thanks for visiting Rakshak . Have a nice day !,,highly empathetic,highly polite
32,0,counselor,Greetings from Rakshak . How may I assist you today ?,,highly empathetic,highly polite
32,1,victim,I need help for filing complain against doctor .,afraid,,
32,2,counselor,"Don't worry , I will help you . Could you please tell me your name and age ? ",,low empathetic,highly polite
32,3,victim,I am Minakshi of 24 .,afraid,,
32,4,counselor,"Thanks for the information , Minakshi . Kindly tell me your problem in details so that I can help you . ",,highly empathetic,highly polite
32,5,victim,I am a nurse in a hospital . I was working tirelessly in COVID . One day i was alone on duty and i was made fainted by giving me a juice and when i woke up i found my self in store with my crumbled hair . I am not raped but physically abused . I want to teach lesson to that monster doctor .,sad,,
32,6,counselor,This is unacceptable . Do you know the doctor who has done this shameful act with you ?,,non empathetic,low polite
32,7,victim,Yes i know the doctor and his name . He is visiting doctor at our hospital .,confident,,
32,8,counselor,"Thanks for letting me know this information . You can go for following assistance in this case : Police Complain , NGOs Help , Women Support Group , SIUCAW , Legal Support  ",,highly empathetic,highly polite
32,9,victim,Ok thanks for options . I would go for police complain option .,grateful,,
32,10,counselor,Could you please tell me how would you like to file police complain : online/offline ?,,non empathetic,highly polite
32,11,victim,I would like to for offline complain .,hopeful,,
32,12,counselor,Could you please share your location so that I can assist you better ?,,low empathetic,highly polite
32,13,victim,"Yes , it's Mohan Nagar Colony , Handiganj , Patna Bihar - 985789 ",afraid,,
32,14,counselor,"Thanks for the location details . Please do visit the Handiganj police station for lodging the complain . Address : XYZ lane , Handiganj Police Station , Patna - 985789 . Ph - 612-22334455   ",,highly empathetic,highly polite
32,15,victim,Ok thanks for information .,grateful,,
32,16,counselor,Is there anything else I can help you with ?,,highly empathetic,low polite
32,17,victim,Please tell me the name of lady in-charge of that police station ?,afraid,,
32,18,counselor,"You can contact Ms. Laxmi Saxena , lady constable Handiganj Police Station , Patna - 985789 . ",,non empathetic,impolite
32,19,victim,Ok thanks . May i know the distance of the police station from location ?,grateful,,
32,20,counselor,It is about 1 km from your location .,,non empathetic,impolite
32,21,victim,Ok thanks a lot .,grateful,,
32,22,counselor,Do you need any other help ?,,non empathetic,low polite
32,23,victim,No thanks . Bye .,sad,,
32,24,counselor,Thanks for visiting Rakshak . Be brave and have a pleasant day !,,low empathetic,highly polite
33,0,counselor,Good evening from Rakshak ! How may I help you today ?,,low empathetic,highly polite
33,1,victim,I need help .,afraid,,
33,2,counselor,I will surely help you . May I know whom am I interacting with ?,,low empathetic,highly polite
33,3,victim,I am Rishika of 16 .,sad,,
33,4,counselor,"Hello Rishika , kindly tell me your problem . ",,highly empathetic,highly polite
33,5,victim,I want to complain in police for lodging FIR about my harassment case .,angry,,
33,6,counselor,Harassment is such a bad thing . Could you please tell me whether you know the accused or not ?,,low empathetic,highly polite
33,7,victim,"Yes , i know that bastard . ",confident,,
33,8,counselor,Kindly elaborate your problem so that I can assit you better .,,non empathetic,low polite
33,9,victim,"It was last friday , i was returning from my college and 2 person were hidden in a near side of the road . They came and sat me on the bike . Those monsters took me to lonely place and beaten me with the belt and threatened me not to disclosed to police that what had happened with seema , one of my friend .  ",afraid,,
33,10,counselor,"This is disgusting . You can opt for the following assistance in this case : Police Complain , Women Support Group Help , NGOs Help , Legal Help , Medical Assistance , Counseling . Please let me know any of the above mentioned assistance you want to opt .  ",,non empathetic,highly polite
33,11,victim,I would go for Medical and counselling help .,sentimental,,
33,12,counselor,"Okay Rishika , I will help you . Can you please tell me your address ? ",,highly empathetic,highly polite
33,13,victim,"Its Moti Bag , Lucknow , UP - 254782 . ",afraid,,
33,14,counselor,"Thanks for the information . You can visit LMCH near Moti Bagh , Lucknow , UP - 54782 .  ",,highly empathetic,highly polite
33,15,victim,"Ok , how far is it from my location ?  ",afraid,,
33,16,counselor,It is about 2.5 km from Moti Bagh Chowk .,,non empathetic,impolite
33,17,victim,Ok thanks .,grateful,,
33,18,counselor,Do you need some other help ?,,non empathetic,low polite
33,19,victim,"Yes , i want counselling help also .  ",hopeful,,
33,20,counselor,Rishika would you like to go for online or offline counselling sessions ?,,highly empathetic,highly polite
33,21,victim,"In this COVID time , online would be better option .  ",hopeful,,
33,22,counselor,"Yes ofcourse , please do visit the link www.womenchildcounseling.gov.in for accessing online couselling sessions .  ",,highly empathetic,highly polite
33,23,victim,"Ok , thanks for the info and online support . ",grateful,,
33,24,counselor,May I assist you with anything else ?,,highly empathetic,low polite
33,25,victim,"No , thanks . Bye . ",sad,,
33,26,counselor,Thanks for choosing Rakshak . Have a nice day !,,highly empathetic,highly polite
34,0,counselor,Good evening from Rakshak . How may I assist you today ?,,low empathetic,highly polite
34,1,victim,I need help for putting a bastard in jail .,hopeful,,
34,2,counselor,Please be calm . May I know whom I am talking to ?,,non empathetic,highly polite
34,3,victim,I am Dipika of 23 .,surprised,,
34,4,counselor,"Hello Dipika , kindly elaborate your problem .   ",,highly empathetic,highly polite
34,5,victim,I went for a date on last Sunday in a restaurant and he came to meet me but suddenly when he saw me his reaction was completely different . I asked him and he replied me in such a awkward way and said i am in hurry . When i asked he abused me for my dressing sense and also called me bitch . I want that fucking moron to be in jail .,angry,,
34,6,counselor,Please be calm .  Did he misbehaved with you as well ?,,non empathetic,highly polite
34,7,victim,"Yes , It was misbehave and he scold me and also beaten me on public place . ",sad,,
34,8,counselor,"Okay , well the best you can opt for following assisting in this case : Police Complain , NGO Help , Women Support Group Help , Legal Help , Counselling Support  ",,highly empathetic,highly polite
34,9,victim,Ok thanks . I would go for police complain ?,afraid,,
34,10,counselor,Would you like to file online/offline police complain ?,,highly empathetic,highly polite
34,11,victim,I would go for online .,hopeful,,
34,12,counselor,Dipika kindly visit the link www.crimeagainstwomen.gov.in for registering your complain online .,,highly empathetic,low polite
34,13,victim,Ok thanks for link .,grateful,,
34,14,counselor,Do you need some other assistance ?,,non empathetic,low polite
34,15,victim,No thanks . Bye .,sad,,
34,16,counselor,Thanks for visiting Rakshak . Have a nice day !,,highly empathetic,highly polite
35,0,counselor,Good evening from Rakshak . How may I assist you today ?,,low empathetic,highly polite
35,1,victim,I need help for putting a bastard in jail .,hopeful,,
35,2,counselor,Please be calm . May I know whom I am talking to ?,,non empathetic,highly polite
35,3,victim,I am Dipika of 23 .,surprised,,
35,4,counselor,"Hello Dipika , kindly elaborate your problem .   ",,highly empathetic,highly polite
35,5,victim,I went for a date on last Sunday in a restaurant and he came to meet me but suddenly when he saw me his reaction was completely different . I asked him and he replied me in such a awkward way and said i am in hurry . When i asked he abused me for my dressing sense and also called me bitch . I want that fucking moron to be in jail .,angry,,
35,6,counselor,Please be calm .  Did he misbehaved with you as well ?,,non empathetic,highly polite
35,7,victim,"Yes , It was misbehave and he scold me and also beaten me on public place . ",sad,,
35,8,counselor,"Okay , well the best you can opt for following assisting in this case : Police Complain , NGO Help , Women Support Group Help , Legal Help , Counselling Support  ",,highly empathetic,highly polite
35,9,victim,I would like to go for Women Support Group .,hopeful,,
35,10,counselor,Could you please help me with your location for better assistance ?,,highly empathetic,highly polite
35,11,victim,"Yes It's Moti Nagar Colony , Shivala Varanasi 221003 .  ",afraid,,
35,12,counselor,"Thanks for the location details . You can visit Women Power - The Real Power Group for getting help in this matter . Address : XYZ lane , PQR Building , Women Power - The Real Power Group Varanasi 221003 . ",,highly empathetic,highly polite
35,13,victim,Ok thanks .,grateful,,
35,14,counselor,Do you need some other support ?,,non empathetic,low polite
35,15,victim,May i know the name of in-charge of this women support group ?,afraid,,
35,16,counselor,Ms. Himani Ishwar is the Head of Women Power - The Real Power Group .,,highly empathetic,impolite
35,17,victim,Ok thanks a lot for this .,grateful,,
35,18,counselor,May I help you with anything else ?,,highly empathetic,highly polite
35,19,victim,No thanks . Bye .,sad,,
35,20,counselor,Thanks for visiting Rakshak . Hope this will be helpful to you . Take care .,,highly empathetic,highly polite
36,0,counselor,Good evening from Rakshak . How may I assist you today ?,,low empathetic,highly polite
36,1,victim,I need help for putting a bastard in jail .,hopeful,,
36,2,counselor,Please be calm . May I know whom I am talking to ?,,non empathetic,highly polite
36,3,victim,I am Dipika of 23 .,surprised,,
36,4,counselor,"Hello Dipika , kindly elaborate your problem .   ",,highly empathetic,highly polite
36,5,victim,I went for a date on last Sunday in a restaurant and he came to meet me but suddenly when he saw me his reaction was completely different . I asked him and he replied me in such a awkward way and said i am in hurry . When i asked he abused me for my dressing sense and also called me bitch . I want that fucking moron to be in jail .,angry,,
36,6,counselor,Please be calm .  Did he misbehaved with you as well ?,,non empathetic,highly polite
36,7,victim,"Yes , It was misbehave and he scold me and also beaten me on public place . ",sad,,
36,8,counselor,"Okay , well the best you can opt for following assisting in this case : Police Complain , NGO Help , Women Support Group Help , Legal Help , Counselling Support  ",,highly empathetic,highly polite
36,9,victim,Yes i would like to go for legal help .,hopeful,,
36,10,counselor,Could you please share your location ?,,low empathetic,highly polite
36,11,victim,"Ok it's Bada Ganesh , Durgakund Varanasi 221010 . ",joy,,
36,12,counselor,"Thank you for letting me the the location . Here is the contacts of lawyers near your location : Adv. Ramesh Singh , Varanasi High Court , Mobile - 9876543210 , Adv. Ramesh Prasad , Varanasi High Court , Mobile - 9876543213 , Adv. Ramesh Thakur , Varanasi High Court , Mobile - 9876543214 ",,highly empathetic,highly polite
36,13,victim,Ok thanks for details .,grateful,,
36,14,counselor,Do you need something else ?,,non empathetic,low polite
36,15,victim,May i get the appointment and official meeting timing with Adv. Ramesh Singh ?,hopeful,,
36,16,counselor,You can visit office of Adv. Ramesh Singh between 9 AM to 5 PM .,,non empathetic,impolite
36,17,victim,Ok thanks for this great help .,grateful,,
36,18,counselor,May I help you with anything else ?,,highly empathetic,highly polite
36,19,victim,No thanks . Bye .,sad,,
36,20,counselor,It's always great at helping you . Take care and have a nice day !,,highly empathetic,highly polite
37,0,counselor,Good evening from Rakshak . How may I assist you today ?,,low empathetic,highly polite
37,1,victim,I need help for putting a bastard in jail .,hopeful,,
37,2,counselor,Please be calm . May I know whom I am talking to ?,,non empathetic,highly polite
37,3,victim,I am Dipika of 23 .,surprised,,
37,4,counselor,"Hello Dipika , kindly elaborate your problem .   ",,highly empathetic,highly polite
37,5,victim,I went for a date on last Sunday in a restaurant and he came to meet me but suddenly when he saw me his reaction was completely different . I asked him and he replied me in such a awkward way and said i am in hurry . When i asked he abused me for my dressing sense and also called me bitch . I want that fucking moron to be in jail .,angry,,
37,6,counselor,Please be calm .  Did he misbehaved with you as well ?,,non empathetic,highly polite
37,7,victim,"Yes , It was misbehave and he scold me and also beaten me on public place . ",sad,,
37,8,counselor,"Okay , well the best you can opt for following assisting in this case : Police Complain , NGO Help , Women Support Group Help , Legal Help , Counselling Support  ",,highly empathetic,highly polite
37,9,victim,Yes I would go for counselling help .,confident,,
37,10,counselor,How would you like to go for counselling : online/offline ?,,non empathetic,highly polite
37,11,victim,I would like to go for offline counselling .,hopeful,,
37,12,counselor,"Okay sure , kindly provide you location for better assistance . ",,highly empathetic,low polite
37,13,victim,"Yes , its Gurudham Colony Durgakund Varanasi - 221013  ",afraid,,
37,14,counselor,"Thanks for the information . You can visit Dr. Sukriti Batra at BMCH , Varanasi - 987654 . Address : XYZ lane , Banaras Medical College and Hospital , Varanasi - 987654 ",,highly empathetic,highly polite
37,15,victim,Ok thanks for Details .,grateful,,
37,16,counselor,Do you need some other assistance ?,,non empathetic,low polite
37,17,victim,No thanks . Bye .,sad,,
37,18,counselor,Thanks for visiting Rakshak . Have a nice day !,,highly empathetic,highly polite
38,0,counselor,Good evening from Rakshak . How may I assist you today ?,,low empathetic,highly polite
38,1,victim,I need help for putting a bastard in jail .,hopeful,,
38,2,counselor,Please be calm . May I know whom I am talking to ?,,non empathetic,highly polite
38,3,victim,I am Dipika of 23 .,surprised,,
38,4,counselor,"Hello Dipika , kindly elaborate your problem .   ",,highly empathetic,highly polite
38,5,victim,I went for a date on last Sunday in a restaurant and he came to meet me but suddenly when he saw me his reaction was completely different . I asked him and he replied me in such a awkward way and said i am in hurry . When i asked he abused me for my dressing sense and also called me bitch . I want that fucking moron to be in jail .,angry,,
38,6,counselor,Please be calm .  Did he misbehaved with you as well ?,,non empathetic,highly polite
38,7,victim,"Yes , It was misbehave and he scold me and also beaten me on public place . ",sad,,
38,8,counselor,"Okay , well the best you can opt for following assisting in this case : Police Complain , NGO Help , Women Support Group Help , Legal Help , Counselling Support  ",,highly empathetic,highly polite
38,9,victim,Ok thanks . I would go for police complain ?,afraid,,
38,10,counselor,Would you like to file online/offline police complain ?,,highly empathetic,highly polite
38,11,victim,I would like to go for offline police complain .,hopeful,,
38,12,counselor,Could you please share your location so that I can assist you better ?,,low empathetic,highly polite
38,13,victim,"Ok it's Meera Nagar , Ravindradham , Varanasi 221010 . ",joy,,
38,14,counselor,"Thanks for the location details . You can visit Ravindradham Police Station for lodging your complain . Address : Ravindradham Police Station , near Varanasi Chowk , Varanasi - 987654 Mobile No. : 9876543210 ",,highly empathetic,highly polite
38,15,victim,Ok thanks .,grateful,,
38,16,counselor,May I help you with anything else ?,,highly empathetic,highly polite
38,17,victim,"Yes , how far its from my location ? ",afraid,,
38,18,counselor,It is about 2.5 km from your location .,,non empathetic,impolite
38,19,victim,ok thanks .,grateful,,
38,20,counselor,Do you need an other support ?,,non empathetic,low polite
38,21,victim,"Yes , May i know the name of in-charge ? ",confident,,
38,22,counselor,Mr. Ravindra Thapar is the thanka in-charge of Ravindradham Police Station .,,highly empathetic,low polite
38,23,victim,Ok thanks a lot . You are great .,grateful,,
38,24,counselor,Is there anything else I can help you with ?,,highly empathetic,low polite
38,25,victim,No thanks . Bye .,sad,,
38,26,counselor,Please feel free to contact Rakshak for help . Have a pleasant day !,,highly empathetic,highly polite
39,0,counselor,Greetings ! this is rakshak a bot to help you in secure environment .,,highly empathetic,highly polite
39,1,victim,Hi Rakshak ! I am stuck in a marriage . I want to get free from this marriage .,hopeful,,
39,2,counselor,"Ok sure , may i know to whom i am talking with ? ",,low empathetic,low polite
39,3,victim,"I am Swarnima Sinha , 24 years old . ",surprised,,
39,4,counselor,"Hi Swarnima , please share me your problem in detail ? ",,non empathetic,highly polite
39,5,victim,"Yesterday , I got married but the man with whom I was married is not the same whom I met before marriage . Today morning I came to know that my so-called husband has a twin whom I met before marriage and I was supposed to get married with him . My so-called husband is mentally disturbed . I want freedom from this bloody marriage . ",sad,,
39,6,counselor,"Ok , have you share this issue to your parents/guardian ?  ",,low empathetic,low polite
39,7,victim,Yes everyone knows about this . My parents are supporting me . I am looking for the way to get rid of this marriage .,hopeful,,
39,8,counselor,"Ok sure , here are the assistance i can help you with : Police Complain , NGOs help , Women Support Group , Legal Assistance .  ",,highly empathetic,low polite
39,9,victim,I want to go for police complain .,hopeful,,
39,10,counselor,Ok would you go for online/offline complain ?,,non empathetic,highly polite
39,11,victim,Please help me with online police complain option .,hopeful,,
39,12,counselor,"Ok sure , please share me your state location to assist you better ? ",,highly empathetic,highly polite
39,13,victim,I am a resident of Andhra Pradesh .,grateful,,
39,14,counselor,Ok thanks for your location . Here is the link to file online complain : www.appoliceonline.gov.in .,,highly empathetic,highly polite
39,15,victim,Thanks a lot for this help .,grateful,,
39,16,counselor,Do you need some other assistance ?,,non empathetic,low polite
39,17,victim,"No , thanks .  ",sad,,
39,18,counselor,Ok take care . Have a great day .,,low empathetic,highly polite
40,0,counselor,Greetings ! this is rakshak a bot to help you in secure environment .,,highly empathetic,highly polite
40,1,victim,Hi Rakshak ! I am stuck in a marriage . I want to get free from this marriage .,hopeful,,
40,2,counselor,"Ok sure , may i know to whom i am talking with ? ",,low empathetic,low polite
40,3,victim,"I am Swarnima Sinha , 24 years old . ",surprised,,
40,4,counselor,"Hi Swarnima , please share me your problem in detail ? ",,non empathetic,highly polite
40,5,victim,"Yesterday , I got married but the man with whom I was married is not the same whom I met before marriage . Today morning I came to know that my so-called husband has a twin whom I met before marriage and I was supposed to get married with him . My so-called husband is mentally disturbed . I want freedom from this bloody marriage . ",sad,,
40,6,counselor,"Ok , have you share this issue to your parents/guardian ?  ",,low empathetic,low polite
40,7,victim,Yes everyone knows about this . My parents are supporting me . I am looking for the way to get rid of this marriage .,hopeful,,
40,8,counselor,"Ok sure , here are the assistance i can help you with : Police Complain , NGOs help , Women Support Group , Legal Assistance .  ",,highly empathetic,low polite
40,9,victim,I want to go for Women Support Group .,hopeful,,
40,10,counselor,"Ok sure , please share me your current location to assist you better ? ",,highly empathetic,highly polite
40,11,victim,I live in Gadanki near Tirupati - 765432 .,content,,
40,12,counselor,"Ok thanks for location . Here is the details : Gadanki Police Station , M Gopinathan 98578##### .  ",,highly empathetic,highly polite
40,13,victim,Thanks for this details .,grateful,,
40,14,counselor,Do you need some other assistance ?,,non empathetic,low polite
40,15,victim,Can you tell me what is the fees for this Women Support Group ?,angry,,
40,16,counselor,No its completely free of cost for women by government .,,non empathetic,low polite
40,17,victim,"Okay , that's great . Thanks a lot . ",grateful,,
40,18,counselor,Do you need some other assistance ?,,non empathetic,low polite
40,19,victim,"No , thanks .  ",sad,,
40,20,counselor,Please take care . Have a great day .,,highly empathetic,highly polite
41,0,counselor,Greetings ! this is rakshak a bot to help you in secure environment .,,highly empathetic,highly polite
41,1,victim,Hi Rakshak ! I am stuck in a marriage . I want to get free from this marriage .,hopeful,,
41,2,counselor,"Ok sure , may i know to whom i am talking with ? ",,low empathetic,low polite
41,3,victim,"I am Swarnima Sinha , 24 years old . ",surprised,,
41,4,counselor,"Hi Swarnima , please share me your problem in detail ? ",,non empathetic,highly polite
41,5,victim,"Yesterday , I got married but the man with whom I was married is not the same whom I met before marriage . Today morning I came to know that my so-called husband has a twin whom I met before marriage and I was supposed to get married with him . My so-called husband is mentally disturbed . I want freedom from this bloody marriage . ",sad,,
41,6,counselor,"Ok , have you share this issue to your parents/guardian ?  ",,low empathetic,low polite
